date,project,user,usage,gb,tb,size,count,d,proj
2021-08-14,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-08-14,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-08-14,dp9,nwe548,14.9GB,14.9,0.0149,15.0GB,69027,,
2021-08-14,dp9,chs548,208.6GB,208.6,0.2086,227.6GB,59913,,urban
2021-08-14,dp9,yxz548,71.8MB,0.0718,7.18e-05,71.8MB,8,,
2021-08-14,dp9,mxk548,5.6TB,0.0056,5.6,5.6TB,1003916,,aps4
2021-08-14,dp9,fs5892,18.0GB,18.0,0.018,17.1GB,306685,,
2021-08-14,dp9,as2291,4.7TB,0.0047,4.7,4.7TB,2178330,,notsure
2021-08-14,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-08-14,dp9,dl9118,36.5GB,36.5,0.0365,36.3GB,97926,,ngms
2021-08-14,dp9,bf7468,1.8MB,0.0018,1.8e-06,1.8MB,2,,
2021-08-14,dp9,dr8819,73.7GB,73.7,0.0737,72.9GB,348147,,
2021-08-14,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-08-14,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
2021-08-14,dp9,gl7525,394.5MB,0.3945,0.0003945,349.9MB,19839,,
2020-08-23,dp9,mjn548,1007GB,1007.0,1.007,991GB,3329506,,
2020-08-23,dp9,wml548,2606GB,2606.0,2.606,2623GB,358656,,admin
2020-08-23,dp9,ljr548,331GB,331.0,0.331,331GB,107830,,
2020-08-23,dp9,iib548,3960GB,3960.0,3.96,4552GB,2670499,,aps4
2020-08-23,dp9,mrd599,1025MB,1.025,0.001025,1025MB,19,,admin
2020-08-23,dp9,jtl548,50.5TB,0.0505,50.5,52.7TB,5381835,,c3
2020-08-23,dp9,ixd548,1566GB,1566.0,1.566,1565GB,501852,,notsure
2020-08-23,dp9,ycx548,9428GB,9428.0,9.428,9666GB,3522006,,aps4
2020-08-23,dp9,sjr548,1823GB,1823.0,1.823,1856GB,2113674,,c3
2020-08-23,dp9,mxk548,7149GB,7149.0,7.149,7366GB,912640,,aps4
2020-08-23,dp9,nwe548,13.6GB,13.6,0.0136,13.7GB,45217,,
2020-08-23,dp9,hqz548,151GB,151.0,0.151,151GB,287,,
2020-08-23,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-08-23,dp9,xds548,2193GB,2193.0,2.193,2231GB,207655,,
2020-08-23,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-08-23,dp9,dr8819,214GB,214.0,0.214,213GB,189479,,
2020-08-23,dp9,yxm548,1694GB,1694.0,1.694,1733GB,147106,,notsure
2020-08-23,dp9,bf7468,1836kB,0.001836,1.836e-06,1832kB,2,,
2020-08-23,dp9,as2291,1801GB,1801.0,1.801,1797GB,938133,,notsure
2020-08-23,dp9,slc548,198GB,198.0,0.198,198GB,132735,,c3
2020-08-23,dp9,mjw548,357GB,357.0,0.357,357GB,24301,,
2020-08-23,dp9,glr548,3170GB,3170.0,3.17,3205GB,1864401,,apept
2020-08-23,dp9,cit548,3935GB,3935.0,3.935,3934GB,225652,,
2020-08-23,dp9,zxs548,404GB,404.0,0.404,400GB,853491,,notsure
2020-08-23,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-08-23,dp9,bxr548,367MB,0.367,0.000367,367MB,75,,
2020-08-23,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-23,dp9,pjs548,40.0GB,40.0,0.04,39.8GB,90725,,aps4
2020-08-23,dp9,chs548,211GB,211.0,0.211,230GB,65080,,urban
2020-08-23,dp9,fs5892,11.8TB,0.0118,11.8,13.1TB,399677,,
2020-08-23,dp9,jb6931,332MB,0.332,0.000332,332MB,2,,
2020-08-23,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343620,,c3
2020-08-23,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-08-23,dp9,cnf599,30.9TB,0.0309,30.9,35.9TB,256593,,urban
2020-08-23,dp9,jrf548,2125GB,2125.0,2.125,2132GB,333437,,
2020-08-23,dp9,vvk548,4702GB,4702.0,4.702,4733GB,1492210,,urban
2020-08-23,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-23,dp9,kkp548,465GB,465.0,0.465,465GB,513,,
2020-08-23,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-23,dp9,axs548,7915MB,7.915,0.007915,7909MB,2993,,
2020-08-23,dp9,gsd548,3253GB,3253.0,3.253,3252GB,425997,,
2020-08-23,dp9,zhl548,342GB,342.0,0.342,342GB,160459,,
2020-08-23,dp9,hhz548,18.1TB,0.0181,18.1,21.0TB,1644679,,notsure
2020-06-01,dp9,iib548,4068GB,4068.0,4.068,4659GB,2803571,,aps4
2020-06-01,dp9,chs548,198GB,198.0,0.198,217GB,8957,,urban
2020-06-01,dp9,slc548,198GB,198.0,0.198,198GB,132735,,c3
2020-06-01,dp9,jrf548,2039GB,2039.0,2.039,2046GB,333333,,
2020-06-01,dp9,jb6931,332MB,0.332,0.000332,332MB,2,,
2020-06-01,dp9,mrd599,1025MB,1.025,0.001025,1025MB,19,,admin
2020-06-01,dp9,ycx548,9428GB,9428.0,9.428,9666GB,3522006,,aps4
2020-06-01,dp9,bf7468,1836kB,0.001836,1.836e-06,1832kB,2,,
2020-06-01,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-06-01,dp9,yxm548,1694GB,1694.0,1.694,1733GB,147106,,notsure
2020-06-01,dp9,ljr548,331GB,331.0,0.331,331GB,107830,,
2020-06-01,dp9,wml548,2605GB,2605.0,2.605,2623GB,358147,,admin
2020-06-01,dp9,mxk548,6941GB,6941.0,6.941,7158GB,797513,,aps4
2020-06-01,dp9,dr8819,214GB,214.0,0.214,213GB,188760,,
2020-06-01,dp9,pjs548,28.7GB,28.7,0.0287,28.6GB,35149,,aps4
2020-06-01,dp9,cnf599,30.9TB,0.0309,30.9,35.9TB,256592,,urban
2020-06-01,dp9,jtl548,50.0TB,0.05,50.0,52.2TB,5329067,,c3
2020-06-01,dp9,hqz548,151GB,151.0,0.151,151GB,287,,
2020-06-01,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-06-01,dp9,hhz548,18.1TB,0.0181,18.1,21.1TB,1632134,,notsure
2020-06-01,dp9,gsd548,3182GB,3182.0,3.182,3181GB,411407,,
2020-06-01,dp9,xds548,2183GB,2183.0,2.183,2220GB,186231,,
2020-06-01,dp9,nwe548,4933MB,4.933,0.004933,5037MB,42708,,
2020-06-01,dp9,mjn548,1007GB,1007.0,1.007,991GB,3328875,,
2020-06-01,dp9,zhl548,342GB,342.0,0.342,342GB,160459,,
2020-06-01,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-06-01,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-06-01,dp9,fs5892,11.8TB,0.0118,11.8,13.1TB,215196,,
2020-06-01,dp9,sjr548,1793GB,1793.0,1.793,1826GB,1818295,,c3
2020-06-01,dp9,as2291,1041GB,1041.0,1.041,1039GB,511445,,notsure
2020-06-01,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-06-01,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-06-01,dp9,ixd548,1391GB,1391.0,1.391,1390GB,497995,,notsure
2020-06-01,dp9,vvk548,4397GB,4397.0,4.397,4427GB,1437869,,urban
2020-06-01,dp9,axs548,7915MB,7.915,0.007915,7909MB,2993,,
2020-06-01,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343620,,c3
2020-06-01,dp9,glr548,2825GB,2825.0,2.825,2862GB,1514207,,apept
2020-06-01,dp9,bxr548,367MB,0.367,0.000367,367MB,75,,
2020-06-01,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-06-01,dp9,cit548,3884GB,3884.0,3.884,3884GB,134163,,
2020-06-01,dp9,kkp548,465GB,465.0,0.465,465GB,513,,
2020-06-01,dp9,zxs548,398GB,398.0,0.398,395GB,834278,,notsure
2020-06-01,dp9,mjw548,357GB,357.0,0.357,357GB,24301,,
2020-07-05,dp9,ixd548,1485GB,1485.0,1.485,1483GB,499421,,notsure
2020-07-05,dp9,sjr548,1822GB,1822.0,1.822,1855GB,2125231,,c3
2020-07-05,dp9,jrf548,2039GB,2039.0,2.039,2046GB,333337,,
2020-07-05,dp9,ljr548,331GB,331.0,0.331,331GB,107830,,
2020-07-05,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-07-05,dp9,glr548,2893GB,2893.0,2.893,2929GB,1594914,,apept
2020-07-05,dp9,fs5892,11.8TB,0.0118,11.8,13.1TB,253659,,
2020-07-05,dp9,ycx548,9428GB,9428.0,9.428,9666GB,3522006,,aps4
2020-07-05,dp9,pjs548,39.8GB,39.8,0.0397999999999999,39.6GB,90698,,aps4
2020-07-05,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-07-05,dp9,zhl548,342GB,342.0,0.342,342GB,160459,,
2020-07-05,dp9,nwe548,4933MB,4.933,0.004933,5037MB,42708,,
2020-07-05,dp9,cit548,3904GB,3904.0,3.904,3904GB,221902,,
2020-07-05,dp9,mxk548,7116GB,7116.0,7.116,7333GB,908210,,aps4
2020-07-05,dp9,hhz548,18.2TB,0.0182,18.2,21.2TB,1639036,,notsure
2020-07-05,dp9,bxr548,367MB,0.367,0.000367,367MB,75,,
2020-07-05,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-07-05,dp9,wml548,2605GB,2605.0,2.605,2623GB,358367,,admin
2020-07-05,dp9,hqz548,151GB,151.0,0.151,151GB,287,,
2020-07-05,dp9,mrd599,1025MB,1.025,0.001025,1025MB,19,,admin
2020-07-05,dp9,dr8819,214GB,214.0,0.214,213GB,188760,,
2020-07-05,dp9,mjn548,1007GB,1007.0,1.007,991GB,3329506,,
2020-07-05,dp9,xds548,2193GB,2193.0,2.193,2230GB,207609,,
2020-07-05,dp9,cnf599,30.9TB,0.0309,30.9,35.9TB,256592,,urban
2020-07-05,dp9,bf7468,1836kB,0.001836,1.836e-06,1832kB,2,,
2020-07-05,dp9,jb6931,332MB,0.332,0.000332,332MB,2,,
2020-07-05,dp9,yxm548,1694GB,1694.0,1.694,1733GB,147106,,notsure
2020-07-05,dp9,mjw548,357GB,357.0,0.357,357GB,24301,,
2020-07-05,dp9,slc548,198GB,198.0,0.198,198GB,132735,,c3
2020-07-05,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-07-05,dp9,as2291,1265GB,1265.0,1.265,1261GB,857323,,notsure
2020-07-05,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343620,,c3
2020-07-05,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-07-05,dp9,gsd548,3207GB,3207.0,3.207,3206GB,419781,,
2020-07-05,dp9,chs548,211GB,211.0,0.211,230GB,65080,,urban
2020-07-05,dp9,axs548,7915MB,7.915,0.007915,7909MB,2993,,
2020-07-05,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-07-05,dp9,kkp548,465GB,465.0,0.465,465GB,513,,
2020-07-05,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-07-05,dp9,vvk548,4413GB,4413.0,4.413,4443GB,1488152,,urban
2020-07-05,dp9,zxs548,400GB,400.0,0.4,397GB,834737,,notsure
2020-07-05,dp9,jtl548,50.0TB,0.05,50.0,52.2TB,5325440,,c3
2020-07-05,dp9,iib548,4068GB,4068.0,4.068,4659GB,2803574,,aps4
2021-09-06,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2021-09-06,dp9,mrd599,10.6GB,10.6,0.0106,10.6GB,175,,admin
2021-09-06,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2021-09-06,dp9,ycx548,2.5TB,0.0025,2.5,2.5TB,354526,,aps4
2021-09-06,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,154342,,notsure
2021-09-06,dp9,glr548,7.2TB,0.0072,7.2,7.2TB,2751324,,apept
2021-09-06,dp9,cnf599,9.8TB,0.0098,9.8,10.4TB,246311,,urban
2021-09-06,dp9,ljr548,331.3GB,331.3,0.3313,331.0GB,107833,,
2021-09-06,dp9,hhz548,14.5TB,0.0145,14.5,17.0TB,1192566,,notsure
2021-09-06,dp9,zxs548,433.6GB,433.6,0.4336,430.0GB,1182876,,notsure
2021-09-06,dp9,mjn548,1007.8GB,1007.8,1.0078,991.2GB,3406164,,
2021-09-06,dp9,jtl548,6.6TB,0.0066,6.6,6.6TB,5019470,,c3
2021-09-06,dp9,iib548,2.9TB,0.0029,2.9,2.9TB,3341669,,aps4
2021-09-06,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2021-09-06,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-06,dp9,zhl548,346.4GB,346.4,0.3464,346.1GB,162077,,
2021-09-06,dp9,ixd548,3.1TB,0.0031,3.1,3.1TB,553365,,notsure
2021-09-06,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,366541,,admin
2021-09-06,dp9,bxr548,252.0GB,252.0,0.252,252.0GB,176,,
2021-09-06,dp9,ttl548,139.1GB,139.1,0.1391,137.3GB,343568,,c3
2021-09-06,dp9,pjs548,19.8GB,19.8,0.0198,19.7GB,72895,,aps4
2021-09-06,dp9,gsd548,6.2GB,6.2,0.0062,6.1GB,104312,,
2021-09-06,dp9,sjr548,3.0TB,0.003,3.0,3.0TB,2820401,,c3
2021-09-06,dp9,vvk548,14.4TB,0.0144,14.4,14.4TB,1493675,,urban
2021-09-06,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-09-06,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217164,,
2021-09-06,dp9,rad548,12.0kB,1.2e-05,1.2e-08,12.0kB,3,,notsure
2021-09-06,dp9,slc548,659.2GB,659.2,0.6592,659.0GB,192850,,c3
2021-09-06,dp9,jrf548,887.2GB,887.2,0.8872000000000001,886.8GB,208031,,
2021-09-06,dp9,mjz548,265.9GB,265.9,0.2658999999999999,266.8GB,25738,,g3
2021-09-06,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2021-09-06,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-09-06,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-09-06,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-09-06,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-09-06,dp9,crd548,188.1MB,0.1881,0.0001881,182.0MB,3199,,
2021-09-06,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-06,dp9,nwe548,14.9GB,14.9,0.0149,15.0GB,69027,,
2021-09-06,dp9,chs548,208.6GB,208.6,0.2086,227.6GB,59913,,urban
2021-09-06,dp9,yxz548,71.8MB,0.0718,7.18e-05,71.8MB,8,,
2021-09-06,dp9,mxk548,5.6TB,0.0056,5.6,5.6TB,1056067,,aps4
2021-09-06,dp9,fs5892,18.4GB,18.4,0.0184,17.5GB,312325,,
2021-09-06,dp9,as2291,4.0TB,0.004,4.0,3.9TB,3743604,,notsure
2021-09-06,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-09-06,dp9,dl9118,65.3GB,65.3,0.0653,65.1GB,119391,,ngms
2021-09-06,dp9,bf7468,1.8MB,0.0018,1.8e-06,1.8MB,2,,
2021-09-06,dp9,dr8819,73.7GB,73.7,0.0737,72.9GB,348147,,
2021-09-06,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-09-06,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
2021-09-06,dp9,gl7525,394.5MB,0.3945,0.0003945,349.9MB,19839,,
2020-08-18,dp9,ttl548,96.5GB,96.5,0.0965,94.7GB,343620,,c3
2020-08-18,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-18,dp9,nwe548,13.6GB,13.6,0.0136,13.7GB,45217,,
2020-08-18,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2020-08-18,dp9,dr8819,214GB,214.0,0.214,213GB,189479,,
2020-08-18,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2020-08-18,dp9,slc548,198GB,198.0,0.198,198GB,132735,,c3
2020-08-18,dp9,axs548,7915MB,7.915,0.007915,7909MB,2993,,
2020-08-18,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2020-08-18,dp9,hhz548,18.3TB,0.0183,18.3,21.3TB,1645183,,notsure
2020-08-18,dp9,iib548,4139GB,4139.0,4.139,4731GB,2844284,,aps4
2020-08-18,dp9,jtl548,50.5TB,0.0505,50.5,52.7TB,5373262,,c3
2020-08-18,dp9,xds548,2193GB,2193.0,2.193,2231GB,207651,,
2020-08-18,dp9,zhl548,342GB,342.0,0.342,342GB,160459,,
2020-08-18,dp9,bf7468,1836kB,0.001836,1.836e-06,1832kB,2,,
2020-08-18,dp9,cit548,3935GB,3935.0,3.935,3934GB,225648,,
2020-08-18,dp9,bxr548,367MB,0.367,0.000367,367MB,75,,
2020-08-18,dp9,jb6931,332MB,0.332,0.000332,332MB,2,,
2020-08-18,dp9,zxs548,404GB,404.0,0.404,400GB,853363,,notsure
2020-08-18,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-18,dp9,ycx548,9428GB,9428.0,9.428,9666GB,3522006,,aps4
2020-08-18,dp9,fs5892,11.8TB,0.0118,11.8,13.1TB,399677,,
2020-08-18,dp9,gsd548,3253GB,3253.0,3.253,3252GB,425997,,
2020-08-18,dp9,mrd599,1025MB,1.025,0.001025,1025MB,19,,admin
2020-08-18,dp9,cnf599,30.9TB,0.0309,30.9,35.9TB,256593,,urban
2020-08-18,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2020-08-18,dp9,as2291,1751GB,1751.0,1.751,1748GB,988269,,notsure
2020-08-18,dp9,mjw548,357GB,357.0,0.357,357GB,24301,,
2020-08-18,dp9,mjn548,1007GB,1007.0,1.007,991GB,3329506,,
2020-08-18,dp9,pjs548,40.0GB,40.0,0.04,39.8GB,90719,,aps4
2020-08-18,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2020-08-18,dp9,wml548,2606GB,2606.0,2.606,2623GB,358631,,admin
2020-08-18,dp9,ixd548,1562GB,1562.0,1.562,1560GB,501563,,notsure
2020-08-18,dp9,hqz548,151GB,151.0,0.151,151GB,287,,
2020-08-18,dp9,glr548,3167GB,3167.0,3.167,3202GB,1803804,,apept
2020-08-18,dp9,kkp548,465GB,465.0,0.465,465GB,513,,
2020-08-18,dp9,ljr548,331GB,331.0,0.331,331GB,107830,,
2020-08-18,dp9,chs548,211GB,211.0,0.211,230GB,65080,,urban
2020-08-18,dp9,mxk548,7150GB,7150.0,7.15,7367GB,920247,,aps4
2020-08-18,dp9,yxm548,1694GB,1694.0,1.694,1733GB,147106,,notsure
2020-08-18,dp9,vvk548,4584GB,4584.0,4.584,4614GB,1491478,,urban
2020-08-18,dp9,sjr548,1823GB,1823.0,1.823,1856GB,2113674,,c3
2020-08-18,dp9,jrf548,2125GB,2125.0,2.125,2132GB,333434,,
2021-07-18,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2021-07-18,dp9,mrd599,10.6GB,10.6,0.0106,10.6GB,175,,admin
2021-07-18,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2021-07-18,dp9,ycx548,1.7TB,0.0017,1.7,1.7TB,304395,,aps4
2021-07-18,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,154342,,notsure
2021-07-18,dp9,glr548,7.2TB,0.0072,7.2,7.2TB,2607174,,apept
2021-07-18,dp9,cnf599,8.7TB,0.0087,8.7,9.3TB,246207,,urban
2021-07-18,dp9,ljr548,331.3GB,331.3,0.3313,331.0GB,107833,,
2021-07-18,dp9,hhz548,16.7TB,0.0167,16.7,19.6TB,1479153,,notsure
2021-07-18,dp9,zxs548,432.9GB,432.9,0.4328999999999999,429.3GB,1181502,,notsure
2021-07-18,dp9,mjn548,1007.8GB,1007.8,1.0078,991.2GB,3398922,,
2021-07-18,dp9,jtl548,6.3TB,0.0063,6.3,6.3TB,4522584,,c3
2021-07-18,dp9,iib548,2.9TB,0.0029,2.9,2.9TB,3160107,,aps4
2021-07-18,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2021-07-18,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-07-18,dp9,zhl548,346.4GB,346.4,0.3464,346.1GB,160712,,
2021-07-18,dp9,ixd548,2.4TB,0.0024,2.4,2.4TB,493740,,notsure
2021-07-18,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,366364,,admin
2021-07-18,dp9,bxr548,252.0GB,252.0,0.252,252.0GB,176,,
2021-07-18,dp9,ttl548,139.1GB,139.1,0.1391,137.3GB,343628,,c3
2021-07-18,dp9,pjs548,19.8GB,19.8,0.0198,19.6GB,72879,,aps4
2021-07-18,dp9,gsd548,6.2GB,6.2,0.0062,6.1GB,104312,,
2021-07-18,dp9,sjr548,2.9TB,0.0029,2.9,2.9TB,2597903,,c3
2021-07-18,dp9,vvk548,14.4TB,0.0144,14.4,14.4TB,1520233,,urban
2021-07-18,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-07-18,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217164,,
2021-07-18,dp9,rad548,12.0kB,1.2e-05,1.2e-08,12.0kB,3,,notsure
2021-07-18,dp9,slc548,562.8GB,562.8,0.5628,562.6GB,189528,,c3
2021-07-18,dp9,jrf548,886.5GB,886.5,0.8865,886.1GB,207802,,
2021-07-18,dp9,sss548,65.2GB,65.2,0.0652,66.7GB,5780,,
2021-07-18,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-07-18,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-07-18,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-07-18,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-07-18,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-07-18,dp9,nwe548,14.9GB,14.9,0.0149,15.0GB,69027,,
2021-07-18,dp9,chs548,208.6GB,208.6,0.2086,227.6GB,59913,,urban
2021-07-18,dp9,yxz548,71.8MB,0.0718,7.18e-05,71.8MB,8,,
2021-07-18,dp9,mxk548,5.5TB,0.0055,5.5,5.5TB,951070,,aps4
2021-07-18,dp9,fs5892,17.3GB,17.3,0.0173,16.5GB,288188,,
2021-07-18,dp9,as2291,4.8TB,0.0048,4.8,4.8TB,1725230,,notsure
2021-07-18,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-07-18,dp9,dl9118,34.9GB,34.9,0.0349,34.8GB,46976,,ngms
2021-07-18,dp9,bf7468,1.8MB,0.0018,1.8e-06,1.8MB,2,,
2021-07-18,dp9,dr8819,73.7GB,73.7,0.0737,72.9GB,348147,,
2021-07-18,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-07-18,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
2021-07-18,dp9,gl7525,394.5MB,0.3945,0.0003945,349.9MB,19839,,
2021-05-12,dp9,mjw548,356.0GB,356.0,0.356,356.0GB,113,,
2021-05-12,dp9,mrd599,10.6GB,10.6,0.0106,10.6GB,175,,admin
2021-05-12,dp9,cjb548,67.2GB,67.2,0.0672,67.2GB,29980,,b
2021-05-12,dp9,ycx548,962.2GB,962.2,0.9622,961.8GB,205723,,aps4
2021-05-12,dp9,yxm548,1.7TB,0.0017,1.7,1.7TB,147106,,notsure
2021-05-12,dp9,glr548,6.9TB,0.0069,6.9,7.0TB,2454124,,apept
2021-05-12,dp9,cnf599,8.7TB,0.0087,8.7,8.7TB,213989,,urban
2021-05-12,dp9,ljr548,331.2GB,331.2,0.3312,331.0GB,107833,,
2021-05-12,dp9,hhz548,18.6TB,0.0186,18.6,18.7TB,1448012,,notsure
2021-05-12,dp9,zxs548,428.7GB,428.7,0.4286999999999999,426.9GB,1260455,,notsure
2021-05-12,dp9,mjn548,999.7GB,999.7,0.9997,991.2GB,3396907,,
2021-05-12,dp9,jtl548,4.8TB,0.0048,4.8,4.8TB,2955783,,c3
2021-05-12,dp9,iib548,2.4TB,0.0024,2.4,2.5TB,3281031,,aps4
2021-05-12,dp9,hqz548,151.1GB,151.1,0.1510999999999999,151.1GB,287,,
2021-05-12,dp9,rmb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-05-12,dp9,zhl548,346.4GB,346.4,0.3464,346.1GB,160712,,
2021-05-12,dp9,ixd548,2.4TB,0.0024,2.4,2.4TB,525039,,notsure
2021-05-12,dp9,wml548,2.6TB,0.0026,2.6,2.6TB,366288,,admin
2021-05-12,dp9,bxr548,252.0GB,252.0,0.252,252.0GB,177,,
2021-05-12,dp9,ttl548,138.0GB,138.0,0.138,137.3GB,343629,,c3
2021-05-12,dp9,pjs548,19.8GB,19.8,0.0198,19.6GB,72877,,aps4
2021-05-12,dp9,gsd548,9.3GB,9.3,0.0093,9.0GB,173426,,
2021-05-12,dp9,sjr548,2.8TB,0.0028,2.8,2.7TB,2843969,,c3
2021-05-12,dp9,vvk548,13.7TB,0.0137,13.7,13.7TB,1497890,,urban
2021-05-12,dp9,xds548,2.1TB,0.0021,2.1,2.1TB,207617,,
2021-05-12,dp9,cit548,2.6TB,0.0026,2.6,2.6TB,217468,,
2021-05-12,dp9,slc548,478.6GB,478.6,0.4786,478.2GB,176805,,c3
2021-05-12,dp9,jrf548,755.1GB,755.1,0.7551,754.6GB,207581,,
2021-05-12,dp9,sss548,66.7GB,66.7,0.0667,66.7GB,5780,,
2021-05-12,dp9,axs548,7.7GB,7.7,0.0077,7.7GB,2993,,
2021-05-12,dp9,ffb548,64.0kB,6.4e-05,6.4e-08,64.0kB,16,,
2021-05-12,dp9,dhs548,8.0kB,8e-06,8e-09,8.0kB,2,,
2021-05-12,dp9,kkp548,465.3GB,465.3,0.4653,465.3GB,513,,
2021-05-12,dp9,ijb548,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-05-12,dp9,nwe548,13.7GB,13.7,0.0136999999999999,13.6GB,45209,,
2021-05-12,dp9,chs548,227.7GB,227.7,0.2276999999999999,227.6GB,59913,,urban
2021-05-12,dp9,yxz548,71.8MB,0.0718,7.18e-05,71.8MB,8,,
2021-05-12,dp9,mxk548,4.1TB,0.0040999999999999,4.1,4.1TB,901997,,aps4
2021-05-12,dp9,fs5892,16.9GB,16.9,0.0169,16.3GB,287955,,
2021-05-12,dp9,as2291,1.6TB,0.0016,1.6,1.6TB,1139134,,notsure
2021-05-12,dp9,jb6931,332.1MB,0.3321,0.0003321,332.1MB,2,,
2021-05-12,dp9,dl9118,23.7GB,23.7,0.0237,23.6GB,25550,,ngms
2021-05-12,dp9,bf7468,4.0kB,4e-06,4e-09,4.0kB,2,,
2021-05-12,dp9,dr8819,73.6GB,73.6,0.0736,72.9GB,348147,,
2021-05-12,dp9,nt4021,4.0kB,4e-06,4e-09,4.0kB,1,,
2021-05-12,dp9,sb0446,152.9GB,152.9,0.1529,152.8GB,7172,,
